ec,contest,sido,gusigun,emd,gubun,candidates,votes,top1,top2,total
3,부산광역시,부산광역시,해운대구,좌제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,4302|5997|173,5997,4302,10472
3,부산광역시,부산광역시,해운대구,좌제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1720|673|36,1720,673,2429
3,부산광역시,부산광역시,해운대구,좌제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2053|3062|82,3062,2053,5197
3,부산광역시,부산광역시,해운대구,좌제4동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2841|993|62,2841,993,3896
3,부산광역시,부산광역시,해운대구,좌제4동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3543|4461|116,4461,3543,8120
3,부산광역시,부산광역시,해운대구,송정동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,809|343|18,809,343,1170
3,부산광역시,부산광역시,해운대구,송정동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1137|1962|47,1962,1137,3146
3,부산광역시,부산광역시,해운대구,반여제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2806|979|39,2806,979,3824
3,부산광역시,부산광역시,해운대구,반여제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,6020|7297|189,7297,6020,13506
3,부산광역시,부산광역시,해운대구,반여제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1152|717|16,1152,717,1885
3,부산광역시,부산광역시,해운대구,반여제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1284|2156|47,2156,1284,3487
3,부산광역시,부산광역시,해운대구,반여제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,710|395|20,710,395,1125
3,부산광역시,부산광역시,해운대구,반여제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,822|1479|38,1479,822,2339
3,부산광역시,부산광역시,해운대구,반여제4동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1162|584|26,1162,584,1772
3,부산광역시,부산광역시,해운대구,반여제4동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2339|2887|85,2887,2339,5311
3,부산광역시,부산광역시,해운대구,반송제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1320|909|28,1320,909,2257
3,부산광역시,부산광역시,해운대구,반송제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1272|2258|55,2258,1272,3585
3,부산광역시,부산광역시,해운대구,반송제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2120|1385|50,2120,1385,3555
3,부산광역시,부산광역시,해운대구,반송제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2635|4255|115,4255,2635,7005
3,부산광역시,부산광역시,해운대구,재송제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2115|1062|39,2115,1062,3216
3,부산광역시,부산광역시,해운대구,재송제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,5226|6908|167,6908,5226,12301
3,부산광역시,부산광역시,해운대구,재송제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1717|805|29,1717,805,2551
3,부산광역시,부산광역시,해운대구,재송제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2955|4165|90,4165,2955,7210
3,부산광역시,부산광역시,기장군,기장읍,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2834|1301|64,2834,1301,4199
3,부산광역시,부산광역시,기장군,기장읍,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,6983|11214|250,11214,6983,18447
3,부산광역시,부산광역시,기장군,장안읍,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,622|419|15,622,419,1056
3,부산광역시,부산광역시,기장군,장안읍,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,987|2158|66,2158,987,3211
3,부산광역시,부산광역시,기장군,정관읍,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,5767|1559|87,5767,1559,7413
3,부산광역시,부산광역시,기장군,정관읍,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,13450|10719|367,13450,10719,24536
3,부산광역시,부산광역시,기장군,일광읍,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2169|1081|43,2169,1081,3293
3,부산광역시,부산광역시,기장군,일광읍,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,5019|5760|199,5760,5019,10978
3,부산광역시,부산광역시,기장군,철마면,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,295|223|4,295,223,522
3,부산광역시,부산광역시,기장군,철마면,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1008|1902|36,1902,1008,2946
3,부산광역시,부산광역시,사하구,괴정제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1722|924|32,1722,924,2678
3,부산광역시,부산광역시,사하구,괴정제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2096|3575|67,3575,2096,5738
3,부산광역시,부산광역시,사하구,괴정제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1179|570|14,1179,570,1763
3,부산광역시,부산광역시,사하구,괴정제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1996|2892|74,2892,1996,4962
3,부산광역시,부산광역시,사하구,괴정제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1185|661|16,1185,661,1862
3,부산광역시,부산광역시,사하구,괴정제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1456|2519|63,2519,1456,4038
3,부산광역시,부산광역시,사하구,괴정제4동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1048|496|25,1048,496,1569
3,부산광역시,부산광역시,사하구,괴정제4동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1917|2236|60,2236,1917,4213
3,부산광역시,부산광역시,사하구,당리동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2418|1112|50,2418,1112,3580
3,부산광역시,부산광역시,사하구,당리동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3245|4853|106,4853,3245,8204
3,부산광역시,부산광역시,사하구,하단제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1919|855|51,1919,855,2825
3,부산광역시,부산광역시,사하구,하단제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3117|4082|100,4082,3117,7299
3,부산광역시,부산광역시,사하구,하단제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1931|698|30,1931,698,2659
3,부산광역시,부산광역시,사하구,하단제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3238|4799|142,4799,3238,8179
3,부산광역시,부산광역시,사하구,신평제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1486|736|22,1486,736,2244
3,부산광역시,부산광역시,사하구,신평제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1875|2723|59,2723,1875,4657
3,부산광역시,부산광역시,사하구,신평제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1832|710|25,1832,710,2567
3,부산광역시,부산광역시,사하구,신평제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2477|2968|79,2968,2477,5524
3,부산광역시,부산광역시,사하구,장림제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1496|597|22,1496,597,2115
3,부산광역시,부산광역시,사하구,장림제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2081|2064|70,2081,2064,4215
3,부산광역시,부산광역시,사하구,장림제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1778|802|19,1778,802,2599
3,부산광역시,부산광역시,사하구,장림제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3620|4194|134,4194,3620,7948
3,부산광역시,부산광역시,사하구,다대제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2715|996|37,2715,996,3748
3,부산광역시,부산광역시,사하구,다대제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,5777|6706|176,6706,5777,12659
3,부산광역시,부산광역시,사하구,다대제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2257|1082|46,2257,1082,3385
3,부산광역시,부산광역시,사하구,다대제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3880|5201|154,5201,3880,9235
3,부산광역시,부산광역시,사하구,구평동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1064|394|12,1064,394,1470
3,부산광역시,부산광역시,사하구,구평동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1784|1910|57,1910,1784,3751
3,부산광역시,부산광역시,사하구,감천제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1412|787|25,1412,787,2224
3,부산광역시,부산광역시,사하구,감천제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2403|3297|79,3297,2403,5779
3,부산광역시,부산광역시,사하구,감천제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,342|253|5,342,253,600
3,부산광역시,부산광역시,사하구,감천제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,530|985|19,985,530,1534
3,부산광역시,부산광역시,금정구,서제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,386|265|5,386,265,656
3,부산광역시,부산광역시,금정구,서제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,442|918|26,918,442,1386
3,부산광역시,부산광역시,금정구,서제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,644|519|11,644,519,1174
3,부산광역시,부산광역시,금정구,서제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,971|1741|20,1741,971,2732
3,부산광역시,부산광역시,금정구,서제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,895|802|25,895,802,1722
3,부산광역시,부산광역시,금정구,서제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1034|2121|65,2121,1034,3220
3,부산광역시,부산광역시,금정구,금사회동동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,759|535|17,759,535,1311
3,부산광역시,부산광역시,금정구,금사회동동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,657|1512|41,1512,657,2210
3,부산광역시,부산광역시,금정구,부곡제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,730|510|15,730,510,1255
3,부산광역시,부산광역시,금정구,부곡제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,750|1638|43,1638,750,2431
3,부산광역시,부산광역시,금정구,부곡제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1516|740|33,1516,740,2289
3,부산광역시,부산광역시,금정구,부곡제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2522|3520|110,3520,2522,6152
3,부산광역시,부산광역시,금정구,부곡제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1662|841|48,1662,841,2551
3,부산광역시,부산광역시,금정구,부곡제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1895|3105|72,3105,1895,5072
3,부산광역시,부산광역시,금정구,부곡제4동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1252|846|37,1252,846,2135
3,부산광역시,부산광역시,금정구,부곡제4동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1217|2389|65,2389,1217,3671
3,부산광역시,부산광역시,금정구,장전제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1498|702|72,1498,702,2272
3,부산광역시,부산광역시,금정구,장전제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2377|3434|171,3434,2377,5982
3,부산광역시,부산광역시,금정구,장전제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1981|906|50,1981,906,2937
3,부산광역시,부산광역시,금정구,장전제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3803|4815|183,4815,3803,8801
3,부산광역시,부산광역시,금정구,선두구동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,218|146|3,218,146,367
3,부산광역시,부산광역시,금정구,선두구동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,174|623|8,623,174,805
3,부산광역시,부산광역시,금정구,청룡노포동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1002|639|19,1002,639,1660
3,부산광역시,부산광역시,금정구,청룡노포동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,936|2148|32,2148,936,3116
3,부산광역시,부산광역시,금정구,남산동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2031|1282|57,2031,1282,3370
3,부산광역시,부산광역시,금정구,남산동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3105|5571|151,5571,3105,8827
3,부산광역시,부산광역시,금정구,구서제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2166|1074|67,2166,1074,3307
3,부산광역시,부산광역시,금정구,구서제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2307|3660|101,3660,2307,6068
3,부산광역시,부산광역시,금정구,구서제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2490|1192|77,2490,1192,3759
3,부산광역시,부산광역시,금정구,구서제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,4609|7190|188,7190,4609,11987
3,부산광역시,부산광역시,금정구,금성동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,87|72|3,87,72,162
3,부산광역시,부산광역시,금정구,금성동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,116|222|3,222,116,341
3,부산광역시,부산광역시,강서구,대저1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,528|268|12,528,268,808
3,부산광역시,부산광역시,강서구,대저1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,732|1435|12,1435,732,2179
3,부산광역시,부산광역시,강서구,대저2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,628|319|20,628,319,967
3,부산광역시,부산광역시,강서구,대저2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,662|1378|44,1378,662,2084
3,부산광역시,부산광역시,강서구,강동동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,561|302|9,561,302,872
3,부산광역시,부산광역시,강서구,강동동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3979|2521|87,3979,2521,6587
3,부산광역시,부산광역시,강서구,명지1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,4912|1161|78,4912,1161,6151
3,부산광역시,부산광역시,강서구,명지1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,9854|7417|231,9854,7417,17502
3,부산광역시,부산광역시,강서구,명지2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3003|804|46,3003,804,3853
3,부산광역시,부산광역시,강서구,명지2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,4917|4698|148,4917,4698,9763
3,부산광역시,부산광역시,강서구,가락동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,274|143|3,274,143,420
3,부산광역시,부산광역시,강서구,가락동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,217|542|10,542,217,769
3,부산광역시,부산광역시,강서구,녹산동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,738|256|9,738,256,1003
3,부산광역시,부산광역시,강서구,녹산동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2689|2803|67,2803,2689,5559
3,부산광역시,부산광역시,강서구,신호동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1607|447|20,1607,447,2074
3,부산광역시,부산광역시,강서구,신호동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1944|2343|66,2343,1944,4353
3,부산광역시,부산광역시,강서구,가덕도동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,371|211|4,371,211,586
3,부산광역시,부산광역시,강서구,가덕도동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,449|867|12,867,449,1328
3,부산광역시,부산광역시,연제구,거제제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2012|656|49,2012,656,2717
3,부산광역시,부산광역시,연제구,거제제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,4689|6162|192,6162,4689,11043
3,부산광역시,부산광역시,연제구,거제제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2025|739|42,2025,739,2806
3,부산광역시,부산광역시,연제구,거제제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,4186|4479|180,4479,4186,8845
3,부산광역시,부산광역시,연제구,거제제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,988|597|21,988,597,1606
3,부산광역시,부산광역시,연제구,거제제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1161|2211|58,2211,1161,3430
3,부산광역시,부산광역시,연제구,거제제4동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,933|470|18,933,470,1421
3,부산광역시,부산광역시,연제구,거제제4동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1172|1897|55,1897,1172,3124
3,부산광역시,부산광역시,연제구,연산제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1354|679|24,1354,679,2057
3,부산광역시,부산광역시,연제구,연산제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2187|3283|79,3283,2187,5549
3,부산광역시,부산광역시,연제구,연산제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1961|793|45,1961,793,2799
3,부산광역시,부산광역시,연제구,연산제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3970|4806|185,4806,3970,8961
3,부산광역시,부산광역시,연제구,연산제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,941|449|17,941,449,1407
3,부산광역시,부산광역시,연제구,연산제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1532|2127|54,2127,1532,3713
3,부산광역시,부산광역시,연제구,연산제4동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1417|778|19,1417,778,2214
3,부산광역시,부산광역시,연제구,연산제4동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2459|3737|104,3737,2459,6300
3,부산광역시,부산광역시,연제구,연산제5동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1507|660|41,1507,660,2208
3,부산광역시,부산광역시,연제구,연산제5동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2016|3090|109,3090,2016,5215
3,부산광역시,부산광역시,연제구,연산제6동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,967|533|21,967,533,1521
3,부산광역시,부산광역시,연제구,연산제6동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2204|3421|89,3421,2204,5714
3,부산광역시,부산광역시,연제구,연산제8동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1170|559|27,1170,559,1756
3,부산광역시,부산광역시,연제구,연산제8동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2062|2691|70,2691,2062,4823
3,부산광역시,부산광역시,연제구,연산제9동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2197|872|45,2197,872,3114
3,부산광역시,부산광역시,연제구,연산제9동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,5099|7072|170,7072,5099,12341
3,부산광역시,부산광역시,수영구,남천제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1221|553|24,1221,553,1798
3,부산광역시,부산광역시,수영구,남천제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2157|3371|76,3371,2157,5604
3,부산광역시,부산광역시,수영구,남천제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1281|639|30,1281,639,1950
3,부산광역시,부산광역시,수영구,남천제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1584|3192|55,3192,1584,4831
3,부산광역시,부산광역시,수영구,수영동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,765|440|13,765,440,1218
3,부산광역시,부산광역시,수영구,수영동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1906|3713|60,3713,1906,5679
3,부산광역시,부산광역시,수영구,망미제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2201|1056|37,2201,1056,3294
3,부산광역시,부산광역시,수영구,망미제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3231|5789|131,5789,3231,9151
3,부산광역시,부산광역시,수영구,망미제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,632|290|7,632,290,929
3,부산광역시,부산광역시,수영구,망미제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1559|2320|53,2320,1559,3932
3,부산광역시,부산광역시,수영구,광안제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2051|970|43,2051,970,3064
3,부산광역시,부산광역시,수영구,광안제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3007|4627|133,4627,3007,7767
3,부산광역시,부산광역시,수영구,광안제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1679|900|24,1679,900,2603
3,부산광역시,부산광역시,수영구,광안제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2070|3330|83,3330,2070,5483
3,부산광역시,부산광역시,수영구,광안제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,806|432|26,806,432,1264
3,부산광역시,부산광역시,수영구,광안제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,985|1805|52,1805,985,2842
3,부산광역시,부산광역시,수영구,광안제4동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1185|524|20,1185,524,1729
3,부산광역시,부산광역시,수영구,광안제4동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1689|2573|59,2573,1689,4321
3,부산광역시,부산광역시,수영구,민락동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1828|1060|25,1828,1060,2913
3,부산광역시,부산광역시,수영구,민락동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3690|5612|128,5612,3690,9430
3,부산광역시,부산광역시,사상구,삼락동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,940|462|17,940,462,1419
3,부산광역시,부산광역시,사상구,삼락동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,547|863|22,863,547,1432
3,부산광역시,부산광역시,사상구,모라제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2873|1467|41,2873,1467,4381
3,부산광역시,부산광역시,사상구,모라제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3671|4815|102,4815,3671,8588
3,부산광역시,부산광역시,사상구,모라제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,998|645|24,998,645,1667
3,부산광역시,부산광역시,사상구,모라제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1254|1871|49,1871,1254,3174
3,부산광역시,부산광역시,사상구,덕포제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1339|619|25,1339,619,1983
3,부산광역시,부산광역시,사상구,덕포제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1667|2021|64,2021,1667,3752
3,부산광역시,부산광역시,사상구,덕포제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1023|548|25,1023,548,1596
3,부산광역시,부산광역시,사상구,덕포제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1856|2376|58,2376,1856,4290
3,부산광역시,부산광역시,사상구,괘법동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1543|740|46,1543,740,2329
3,부산광역시,부산광역시,사상구,괘법동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3533|4367|165,4367,3533,8065
3,부산광역시,부산광역시,사상구,감전동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,821|398|17,821,398,1236
3,부산광역시,부산광역시,사상구,감전동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1622|2605|58,2605,1622,4285
3,부산광역시,부산광역시,사상구,주례제1동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1420|705|33,1420,705,2158
3,부산광역시,부산광역시,사상구,주례제1동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2631|3073|101,3073,2631,5805
3,부산광역시,부산광역시,사상구,주례제2동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1049|551|34,1049,551,1634
3,부산광역시,부산광역시,사상구,주례제2동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,3515|4138|146,4138,3515,7799
3,부산광역시,부산광역시,사상구,주례제3동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1381|665|22,1381,665,2068
3,부산광역시,부산광역시,사상구,주례제3동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,1586|2353|64,2353,1586,4003
3,부산광역시,부산광역시,사상구,학장동,관내사전투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,2006|899|35,2006,899,2940
3,부산광역시,부산광역시,사상구,학장동,선거일투표,더불어민주당 전재수|국민의힘 박형준|개혁신당 정이한,4591|5183|163,5183,4591,9937
